accepted,accuracy_accepted,cal_auprc,cal_auroc,cal_brier,cal_ece,cal_n_labeled,ci_high,ci_low,coverage,dataset,mean_cost,method,n,n_test,raw_accuracy,risk_accepted,seed,threshold
186.0,0.4946236559139785,0.5349837434746129,0.5,0.25,0.005376344086021501,186.0,0.5591397849462365,0.42473118279569894,1.0,judgebench,0.0,raw,186.0,186,0.4946236559139785,0.5053763440860215,4,0.0
0.0,,0.5348504035237485,0.538425925925926,0.252889204755682,0.06328590561955569,186.0,,,0.0,judgebench,0.0,logistic_fusion,186.0,186,0.4838709677419355,,5,1.01
0.0,,0.5228805874693425,0.5197916666666667,0.4731182795698925,0.4731182795698925,186.0,,,0.0,judgebench,0.0,best_single_signal,186.0,186,0.4838709677419355,,5,1.01
0.0,,0.5106142624374613,0.5092013888888889,0.5070624253285544,0.5101254480286739,186.0,,,0.0,judgebench,0.0,max_signal,186.0,186,0.4838709677419355,,5,1.01
0.0,,0.4988482184021038,0.48368055555555556,0.4818010752688171,0.46559139784946235,186.0,,,0.0,judgebench,0.0,rubric_only,186.0,186,0.4838709677419355,,5,1.01
0.0,,0.5228805874693425,0.5197916666666667,0.4731182795698925,0.4731182795698925,186.0,,,0.0,judgebench,0.0,swap_only,186.0,186,0.4838709677419355,,5,1.01
0.0,,0.48573747322920885,0.4847222222222222,0.46012544802867394,0.43279569892473135,186.0,,,0.0,judgebench,0.0,self_only,186.0,186,0.4838709677419355,,5,1.01
186.0,0.4838709677419355,0.496606670952462,0.5,0.25,0.016129032258064502,186.0,0.553763440860215,0.41935483870967744,1.0,judgebench,0.0,raw,186.0,186,0.4838709677419355,0.5161290322580645,5,0.0
0.0,,0.47921943113449156,0.48972922502334265,0.2695650555410148,0.1442022899909812,186.0,,,0.0,judgebench,0.0,logistic_fusion,186.0,186,0.45161290322580644,,6,1.01
0.0,,0.43709741165598526,0.5192577030812325,0.45698924731182794,0.456989247311828,186.0,,,0.0,judgebench,0.0,best_single_signal,186.0,186,0.45161290322580644,,6,1.01
0.0,,0.4012680377289357,0.521358543417367,0.5310005973715652,0.5372759856630824,186.0,,,0.0,judgebench,0.0,max_signal,186.0,186,0.45161290322580644,,6,1.01
0.0,,0.42205595179243693,0.5403244631185807,0.48002688172043007,0.4704301075268817,186.0,,,0.0,judgebench,0.0,rubric_only,186.0,186,0.45161290322580644,,6,1.01
0.0,,0.43709741165598526,0.5192577030812325,0.45698924731182794,0.456989247311828,186.0,,,0.0,judgebench,0.0,swap_only,186.0,186,0.45161290322580644,,6,1.01
0.0,,0.4293390353780321,0.5260270774976658,0.4587813620071685,0.4408602150537635,186.0,,,0.0,judgebench,0.0,self_only,186.0,186,0.45161290322580644,,6,1.01
186.0,0.45161290322580644,0.3953436367116275,0.5,0.25,0.04838709677419356,186.0,0.521505376344086,0.3870967741935484,1.0,judgebench,0.0,raw,186.0,186,0.45161290322580644,0.5483870967741935,6,0.0
0.0,,0.5510696059984808,0.5484094852515905,0.2535641764217888,0.056359482770631894,186.0,,,0.0,judgebench,0.0,logistic_fusion,186.0,186,0.510752688172043,,7,1.01
0.0,,0.5254739375091412,0.4954308849045691,0.4288661290322586,0.42940860215053944,186.0,,,0.0,judgebench,0.0,best_single_signal,186.0,186,0.510752688172043,,7,1.01
0.0,,0.4918113797566513,0.5112203585887797,0.47925925925925933,0.48422939068100357,186.0,,,0.0,judgebench,0.0,max_signal,186.0,186,0.510752688172043,,7,1.01
0.0,,0.5026352968560128,0.5139965297860035,0.443239247311828,0.4212365591397849,186.0,,,0.0,judgebench,0.0,rubric_only,186.0,186,0.510752688172043,,7,1.01
0.0,,0.5666673531922792,0.5534991324465008,0.45161290322580644,0.4516129032258064,186.0,,,0.0,judgebench,0.0,swap_only,186.0,186,0.510752688172043,,7,1.01
0.0,,0.5256574812182426,0.5263157894736842,0.4081541218637994,0.3790322580645161,186.0,,,0.0,judgebench,0.0,self_only,186.0,186,0.510752688172043,,7,1.01
186.0,0.510752688172043,0.4867548114305567,0.5,0.25,0.010752688172043001,186.0,0.5806451612903226,0.43010752688172044,1.0,judgebench,0.0,raw,186.0,186,0.510752688172043,0.489247311827957,7,0.0
0.0,,0.5620185083958706,0.5261574074074075,0.25452688072348617,0.0693797169305548,186.0,,,0.0,judgebench,0.0,logistic_fusion,186.0,186,0.5161290322580645,,8,1.01
0.0,,0.5664785022655795,0.5125,0.4946236559139785,0.4946236559139785,186.0,,,0.0,judgebench,0.0,best_single_signal,186.0,186,0.5161290322580645,,8,1.01
0.0,,0.5840726429927182,0.4956597222222222,0.4793070489844684,0.4792114695340502,186.0,,,0.0,judgebench,0.0,max_signal,186.0,186,0.5161290322580645,,8,1.01
0.0,,0.5671554916814605,0.4622685185185185,0.46028225806451606,0.4497311827956989,186.0,,,0.0,judgebench,0.0,rubric_only,186.0,186,0.5161290322580645,,8,1.01
0.0,,0.5664785022655795,0.5125,0.4946236559139785,0.4946236559139785,186.0,,,0.0,judgebench,0.0,swap_only,186.0,186,0.5161290322580645,,8,1.01
0.0,,0.5828267699363705,0.5350115740740741,0.4075567502986859,0.3862007168458782,186.0,,,0.0,judgebench,0.0,self_only,186.0,186,0.5161290322580645,,8,1.01
186.0,0.5161290322580645,0.5631094231866701,0.5,0.25,0.016129032258064502,186.0,0.5913978494623656,0.45161290322580644,1.0,judgebench,0.0,raw,186.0,186,0.5161290322580645,0.4838709677419355,8,0.0
0.0,,0.5990820399334498,0.5942717996289425,0.24220062169128856,0.055868576027597414,186.0,,,0.0,judgebench,0.0,logistic_fusion,186.0,186,0.4731182795698925,,9,1.01
0.0,,0.5123255928283437,0.4744897959183674,0.40860215053763443,0.29032258064516125,186.0,,,0.0,judgebench,0.0,best_single_signal,186.0,186,0.4731182795698925,,9,1.01
0.0,,0.4838650129426233,0.4695037105751391,0.5202404420549582,0.5117383512544803,186.0,,,0.0,judgebench,0.0,max_signal,186.0,186,0.4731182795698925,,9,1.01
0.0,,0.4665289113403466,0.44092068645640076,0.5017174432497012,0.47921146953405025,186.0,,,0.0,judgebench,0.0,rubric_only,186.0,186,0.4731182795698925,,9,1.01
0.0,,0.5367591904271725,0.5525278293135436,0.43548387096774194,0.435483870967742,186.0,,,0.0,judgebench,0.0,swap_only,186.0,186,0.4731182795698925,,9,1.01
0.0,,0.49148521833264863,0.5171614100185529,0.4375746714456393,0.41039426523297484,186.0,,,0.0,judgebench,0.0,self_only,186.0,186,0.4731182795698925,,9,1.01
186.0,0.4731182795698925,0.49711000324022636,0.5,0.25,0.026881720430107503,186.0,0.5483870967741935,0.4032258064516129,1.0,judgebench,0.0,raw,186.0,186,0.4731182795698925,0.5268817204301075,9,0.0
