accepted,accuracy_accepted,cal_auprc,cal_auroc,cal_brier,cal_ece,cal_n_labeled,ci_high,ci_low,coverage,dataset,mean_cost,method,n,n_test,raw_accuracy,risk_accepted,seed,threshold
186.0,0.9354838709677419,0.9203900328228238,0.5,0.06451612903225806,0.06451612903225812,186.0,0.967741935483871,0.8978494623655914,1.0,gpt-5_5_judgebench,0.0,max_signal,186.0,186,0.9354838709677419,0.06451612903225812,8,1.0
185.0,0.9351351351351351,0.953402672371348,0.6484674329501916,0.05689964157706093,0.051075268817204256,186.0,0.9675675675675676,0.8972972972972973,0.9946236559139785,gpt-5_5_judgebench,0.0,rubric_only,186.0,186,0.9354838709677419,0.06486486486486487,8,0.6666666666666666
171.0,0.9415204678362573,0.9214149745999624,0.5459770114942529,0.12365591397849462,0.12365591397849462,186.0,0.9766081871345029,0.9064327485380117,0.9193548387096774,gpt-5_5_judgebench,0.0,swap_only,186.0,186,0.9354838709677419,0.05847953216374269,8,1.0
186.0,0.9354838709677419,0.9197660785639006,0.4942528735632184,0.06720430107526881,0.06989247311827952,186.0,0.967741935483871,0.8978494623655914,1.0,gpt-5_5_judgebench,0.0,self_only,186.0,186,0.9354838709677419,0.06451612903225812,8,0.5
186.0,0.9354838709677419,0.9203900328228238,0.5,0.25,0.4354838709677419,186.0,0.967741935483871,0.8978494623655914,1.0,gpt-5_5_judgebench,0.0,raw,186.0,186,0.9354838709677419,0.06451612903225812,8,0.0
186.0,0.8817204301075269,0.9520270709950205,0.8378603104212861,0.07915061014733264,0.0526820971830186,186.0,0.9247311827956989,0.8333333333333334,1.0,gpt-5_5_judgebench,0.0,logistic_fusion,186.0,186,0.8817204301075269,0.11827956989247312,9,0.28553844153494795
185.0,0.8810810810810811,0.9826801812268076,0.8773558758314856,0.08331144086021505,0.049462365591397675,186.0,0.9243243243243243,0.827027027027027,0.9946236559139785,gpt-5_5_judgebench,0.0,best_single_signal,186.0,186,0.8817204301075269,0.11891891891891893,9,0.594
186.0,0.8817204301075269,0.9139597249441497,0.5227272727272727,0.11529271206690561,0.11648745519713258,186.0,0.9247311827956989,0.8333333333333334,1.0,gpt-5_5_judgebench,0.0,max_signal,186.0,186,0.8817204301075269,0.11827956989247312,9,0.6666666666666666
186.0,0.8817204301075269,0.9479864295191063,0.6923503325942351,0.09378733572281958,0.0949820788530466,186.0,0.9247311827956989,0.8333333333333334,1.0,gpt-5_5_judgebench,0.0,rubric_only,186.0,186,0.8817204301075269,0.11827956989247312,9,0.5
186.0,0.8817204301075269,0.9236234576308677,0.613359201773836,0.16129032258064516,0.16129032258064513,186.0,0.9247311827956989,0.8333333333333334,1.0,gpt-5_5_judgebench,0.0,swap_only,186.0,186,0.8817204301075269,0.11827956989247312,9,0.0
186.0,0.8817204301075269,0.9163406251240592,0.5787139689578714,0.10752688172043011,0.09677419354838712,186.0,0.9247311827956989,0.8333333333333334,1.0,gpt-5_5_judgebench,0.0,self_only,186.0,186,0.8817204301075269,0.11827956989247312,9,0.5
186.0,0.8817204301075269,0.9124580261243357,0.5,0.25,0.3817204301075269,186.0,0.9247311827956989,0.8333333333333334,1.0,gpt-5_5_judgebench,0.0,raw,186.0,186,0.8817204301075269,0.11827956989247312,9,0.0
