accuracy,error_rate,n,signal
0.7,0.30000000000000004,520,rubric_stable
0.54,0.45999999999999996,100,rubric_unstable
0.7126168224299065,0.28738317757009346,428,position_consistent
0.5885416666666666,0.41145833333333337,192,position_inconsistent
0.6879699248120301,0.3120300751879699,532,self_high
0.5909090909090909,0.40909090909090906,88,self_low
